UniqueID,Amount,Date
BRI846,91.592,2025-03-02
BRI847,-44.571,2024-09-02
BRI848,-65.363,2024-06-04
BRI849,-14.465,2024-08-06
BRI850,95.652,2024-07-01
BRI851,10.809,2024-07-06
BRI852,-81.913,2024-07-03
BRI853,42.610,2024-12-03
BRI854,71.980,2024-07-05
BRI855,-84.778,2024-05-01
BRI856,-14.047,2025-03-09
BRI857,-18.894,2024-07-10
BRI858,76.052,2024-08-09
BRI859,-3.738,2025-03-03
BRI860,14.711,2024-08-02
BRI861,-46.886,2024-06-02
BRI862,31.619,2024-09-06
BRI863,-72.019,2024-08-06
BRI864,-67.199,2024-07-05
BRI865,-83.557,2024-05-04
BRI866,30.329,2024-08-07
BRI867,-60.749,2024-11-07
BRI868,-66.225,2025-02-09
BRI869,-89.409,2025-03-05
BRI870,-9.015,2024-06-05
BRI871,53.752,2024-08-09
BRI872,83.675,2024-12-08
BRI873,60.275,2024-09-02
BRI874,56.881,2024-08-09
BRI875,14.195,2024-12-09
BRI876,96.019,2025-03-10
BRI877,36.439,2024-07-01
BRI878,-58.381,2024-09-10
BRI879,62.443,2024-07-09
BRI880,58.716,2024-07-06
BRI881,-20.971,2025-03-09
BRI882,-96.125,2024-05-05
BRI883,51.897,2024-10-03
BRI884,53.249,2024-09-04
BRI885,59.926,2025-02-04
BRI886,-91.371,2024-10-10
BRI887,74.171,2024-07-01
BRI888,67.346,2025-02-04
BRI889,9.765,2025-03-02
BRI890,-29.719,2025-03-08
BRI891,28.123,2024-07-08
BRI892,56.271,2024-09-03
BRI893,3.985,2024-04-06
BRI894,30.226,2024-06-04
BRI895,16.924,2024-05-02
BRI896,-7.696,2024-11-02
BRI897,-19.055,2024-10-06
BRI898,-21.142,2025-02-08
BRI899,-9.143,2024-08-02
BRI900,-55.930,2024-04-07
BRI901,19.620,2024-06-02
BRI902,-13.622,2024-11-04
BRI903,-37.394,2024-05-03
BRI904,-53.182,2024-09-09
BRI905,59.926,2024-10-04
BRI906,74.433,2025-03-04
BRI907,0.229,2024-12-03
BRI908,30.318,2024-09-10
BRI909,68.929,2025-03-09
BRI910,-71.201,2024-12-08
BRI911,-7.381,2024-12-02
BRI912,4.529,2024-09-09
BRI913,-63.721,2024-09-07
BRI914,14.811,2024-06-06
BRI915,-57.467,2024-11-04
BRI916,-48.519,2025-01-08
BRI917,-66.954,2024-08-10
BRI918,-85.235,2025-02-09
BRI919,-70.554,2024-11-02
BRI920,34.941,2024-08-05
BRI921,52.797,2025-03-06
BRI922,-17.908,2025-03-01
BRI923,-53.357,2024-08-07
BRI924,-50.381,2024-11-06
BRI925,98.956,2024-05-03
BRI926,31.899,2025-01-08
BRI927,25.805,2025-01-10
BRI928,37.962,2025-03-03
BRI929,80.153,2025-03-09
BRI930,-14.043,2025-03-07
BRI931,13.386,2025-01-04
BRI932,71.955,2025-03-03
BRI933,58.927,2024-10-03
BRI934,-55.603,2024-07-04
BRI935,3.222,2024-04-01
BRI936,-1111.462,2025-03-04
